tier,pack,gun_id,type,ammo,note,bullet_damage,bullet_amount,explosion_damage
4.5,MS-Mobius,sfms:inf,pistol,tacz:45acp,"MS Infinity ""inf"" - MS-Mobius original near-future weapon design (fictional, no real-world basis), crafted at the tier 4 workbench despite being tier 4.5",16.2,1,
4.5,MS-Mobius,sfms:inf_x,pistol,tacz:45acp,"MS Infinity ""Endless Duo"" - MS-Mobius original near-future weapon design (fictional, no real-world basis), crafted at the tier 4 workbench despite being tier 4.5",16.8,1,
4.5,MS-Mobius,sfms:inf_xj,pistol,tacz:45acp,"Golden Red Scorpion Twins - MS-Mobius original near-future weapon design (fictional, no real-world basis), crafted at the tier 4 workbench despite being tier 4.5",17.4,1,
4.5,MS-Mobius,sfms:katana,pistol,sfms:inf,"Gangatel Replica ""Savior"" - MS-Mobius original near-future weapon design (fictional, no real-world basis), crafted at the tier 4 workbench despite being tier 4.5",2.0,20,
4.5,MS-Mobius,sfms:lvsa_c,rifle,tacz:556x45,"LVSA-C ""Pathfinder"" - MS-Mobius original near-future weapon design (fictional, no real-world basis), crafted at the tier 4 workbench despite being tier 4.5",17.7,1,
4.5,MS-Mobius,sfms:lvsa_c_erode,rifle,tacz:556x45,"ERODE LVSA-C ""Crisis Response"" - MS-Mobius original near-future weapon design (fictional, no real-world basis), crafted at the tier 4 workbench despite being tier 4.5",18.5,1,
4.5,MS-Mobius,sfms:lvsa_c_erode_lmg,mg,tacz:556x45,"ERODE LVSA-LMG ""Gold Tide"" - MS-Mobius original near-future weapon design (fictional, no real-world basis), crafted at the tier 4 workbench despite being tier 4.5",18.9,1,
4.5,MS-Mobius,sfms:lvsa_cs,rifle,tacz:556x45,"LVSA-CS ""Sentry"" - MS-Mobius original near-future weapon design (fictional, no real-world basis), crafted at the tier 4 workbench despite being tier 4.5",20.0,1,
4.5,MS-Mobius,sfms:lvsa_hs,sniper,tacz:308,"AWAKEN LVSA-HS ""Circuit Sword"" - MS-Mobius original near-future weapon design (fictional, no real-world basis), crafted at the tier 4 workbench despite being tier 4.5",74.1,1,
4.5,MS-Mobius,sfms:m109,sniper,sfms:25gl,"Mark109 ""Impact Load"" - MS-Mobius original near-future weapon design (fictional, no real-world basis), crafted at the tier 4 workbench despite being tier 4.5",79.8,1,
4.5,MS-Mobius,sfms:m1887,shotgun,tacz:12g,"Module2043 ""Gravekeeper"" - MS-Mobius original near-future weapon design (fictional, no real-world basis), crafted at the tier 4 workbench despite being tier 4.5",8.0,16,
4.5,MS-Mobius,sfms:m1887s,shotgun,tacz:12g,"Module2042XL ""Incinerator"" - MS-Mobius original near-future weapon design (fictional, no real-world basis), crafted at the tier 4 workbench despite being tier 4.5",10.5,10,
4.5,MS-Mobius,sfms:m200,sniper,sfms:408,"VANT NEX-408 ""Silent Owl"" - MS-Mobius original near-future weapon design (fictional, no real-world basis), crafted at the tier 4 workbench despite being tier 4.5",91.2,1,
4.5,MS-Mobius,sfms:m202,rpg,tacz:rpg_rocket,"MASW-202 ""Sky Roar"" - MS-Mobius original near-future weapon design (fictional, no real-world basis), crafted at the tier 4 workbench despite being tier 4.5",156.2,1,937.0
4.5,MS-Mobius,sfms:m4a5,rifle,tacz:556x45,"MSA5 ""Officer"" - MS-Mobius original near-future weapon design (fictional, no real-world basis), crafted at the tier 4 workbench despite being tier 4.5",19.3,1,
4.5,MS-Mobius,sfms:m7,sniper,tacz:68x51fury,"Ultra Mark7 ""Yog-Sothoth"" - MS-Mobius original near-future weapon design (fictional, no real-world basis), crafted at the tier 4 workbench despite being tier 4.5",62.7,1,
4.5,MS-Mobius,sfms:mgl320,rpg,tacz:40mm,"HGL-320 ""Ash"" - MS-Mobius original near-future weapon design (fictional, no real-world basis), crafted at the tier 4 workbench despite being tier 4.5",119.4,1,448.0
4.5,MS-Mobius,sfms:mgl40,rpg,tacz:40mm,"HGL-T40 ""Destroyer"" - MS-Mobius original near-future weapon design (fictional, no real-world basis), crafted at the tier 4 workbench despite being tier 4.5",137.8,1,574.0
4.5,MS-Mobius,sfms:mgl416,rpg,tacz:40mm,"XM-PA63 ""Parasitic Grenade"" - MS-Mobius original near-future weapon design (fictional, no real-world basis), crafted at the tier 4 workbench despite being tier 4.5",8.73,20,10.0
4.5,MS-Mobius,sfms:mpx,smg,tacz:9mm,"Mobius PDW-X ""Owl-Feather"" - MS-Mobius original near-future weapon design (fictional, no real-world basis), crafted at the tier 4 workbench despite being tier 4.5",12.9,1,
4.5,MS-Mobius,sfms:mpxcb,smg,tacz:9mm,"PDW-X Carbine ""Long-Night Heron"" - MS-Mobius original near-future weapon design (fictional, no real-world basis), crafted at the tier 4 workbench despite being tier 4.5",14.1,1,
4.5,MS-Mobius,sfms:night2011,pistol,sfms:30scp,"Nighthawk 2011 - MS-Mobius original near-future weapon design (fictional, no real-world basis), crafted at the tier 4 workbench despite being tier 4.5",18.0,1,
4.5,MS-Mobius,sfms:night2011flux,smg,sfms:30scp,"Nighthawk 2011 FLNX - MS-Mobius original near-future weapon design (fictional, no real-world basis), crafted at the tier 4 workbench despite being tier 4.5",15.3,1,
4.5,MS-Mobius,sfms:night2011fluxk,smg,sfms:30scp,"Nighthawk 2011 ""KLUONOA"" - MS-Mobius original near-future weapon design (fictional, no real-world basis), crafted at the tier 4 workbench despite being tier 4.5",16.5,1,
4.5,MS-Mobius,sfms:nitro_505,pistol,sfms:arrow117,"XRT-505 ""Reverse Flame"" - MS-Mobius original near-future weapon design (fictional, no real-world basis), crafted at the tier 4 workbench despite being tier 4.5",19.2,1,
4.5,MS-Mobius,sfms:s10exodus,rifle,sfms:inf,"Idris E10-EX ""Exodus"" - MS-Mobius original near-future weapon design (fictional, no real-world basis), crafted at the tier 4 workbench despite being tier 4.5",27.7,1,
4.5,MS-Mobius,sfms:s10exodus_red,rifle,sfms:inf,"Idris E10-EX ""Exodus-paint"" - MS-Mobius original near-future weapon design (fictional, no real-world basis), crafted at the tier 4 workbench despite being tier 4.5",28.5,1,
4.5,MS-Mobius,sfms:sbr15,rifle,sfms:300ms,"SPR-15 ""Wolverine"" - MS-Mobius original near-future weapon design (fictional, no real-world basis), crafted at the tier 4 workbench despite being tier 4.5",20.8,1,
4.5,MS-Mobius,sfms:super90m2,shotgun,sfms:12ap,"MS Super90 M2 ""Infiltrator"" - MS-Mobius original near-future weapon design (fictional, no real-world basis), crafted at the tier 4 workbench despite being tier 4.5",20.6,4,
4.5,MS-Mobius,sfms:super90m4,shotgun,tacz:12g,"MS Super90 M4 ""Array Breaker"" - MS-Mobius original near-future weapon design (fictional, no real-world basis), crafted at the tier 4 workbench despite being tier 4.5",13.3,9,
4.5,MS-Mobius,sfms:supersass,sniper,tacz:308,"MS Super SAMS ""Arctic Wolf"" - MS-Mobius original near-future weapon design (fictional, no real-world basis), crafted at the tier 4 workbench despite being tier 4.5",68.4,1,
4.5,MS-Mobius,sfms:sword_life,pistol,sfms:inf,"Luminara ""Bloom"" - MS-Mobius original near-future weapon design (fictional, no real-world basis), melee-type weapon, crafted at the tier 4 workbench despite being tier 4.5",4.4,5,
4.5,MS-Mobius,sfms:t416,rifle,sfms:m995,"T-416 A7 ""Justifiable Defense"" - MS-Mobius original near-future weapon design (fictional, no real-world basis), crafted at the tier 4 workbench despite being tier 4.5",25.4,1,
4.5,MS-Mobius,sfms:tb23,pistol,sfms:arrow117,"TB-23 Mk5 ""Hawk Eye"" - MS-Mobius original near-future weapon design (fictional, no real-world basis), melee-type weapon, crafted at the tier 4 workbench despite being tier 4.5",19.8,1,
4.5,MS-Mobius,sfms:tb50,smg,tacz:50ae,"TB-50 Mk.XV ""Thunder-Owl"" - MS-Mobius original near-future weapon design (fictional, no real-world basis), crafted at the tier 4 workbench despite being tier 4.5",17.8,1,
4.5,MS-Mobius,sfms:tcg5,pistol,sfms:50arms,"Thaum Contender G5 - MS-Mobius original near-future weapon design (fictional, no real-world basis), crafted at the tier 4 workbench despite being tier 4.5",21.0,1,
4.5,MS-Mobius,sfms:tcg5ich,pistol,sfms:50ich,"Thaum Contender G5 - MS-Mobius original near-future weapon design (fictional, no real-world basis), crafted at the tier 4 workbench despite being tier 4.5",21.6,1,
4.5,MS-Mobius,sfms:tech635,smg,tacz:9mm,"TECH-635 ""Raven"" - MS-Mobius original near-future weapon design (fictional, no real-world basis), crafted at the tier 4 workbench despite being tier 4.5",11.6,1,
4.5,MS-Mobius,sfms:tempus90,sniper,sfms:12ap,"TEMPUS-90 'Night-Owl"" - MS-Mobius original near-future weapon design (fictional, no real-world basis), crafted at the tier 4 workbench despite being tier 4.5",32.3,3,
4.5,MS-Mobius,sfms:tempus90s,shotgun,tacz:12g,"TEMPUS-90SL ""Pack-Hunter"" - MS-Mobius original near-future weapon design (fictional, no real-world basis), crafted at the tier 4 workbench despite being tier 4.5",12.2,8,
4.5,MS-Mobius,sfms:trident_dea,pistol,sfms:inf,"Death's Shadow ""Wither"" - MS-Mobius original near-future weapon design (fictional, no real-world basis), melee-type weapon, crafted at the tier 4 workbench despite being tier 4.5",4.5,5,
4.5,MS-Mobius,sfms:umax100,mg,tacz:556x45,"MAXLMG-100 ""Zero Leap Whale"" - MS-Mobius original near-future weapon design (fictional, no real-world basis), crafted at the tier 4 workbench despite being tier 4.5",15.8,1,
4.5,MS-Mobius,erode:ats15_isaac,rifle,sfms:300ms,"ATS-15(Mod.I) ""Raider"" - MS-Mobius reskin/variant, original near-future weapon design (fictional, no real-world basis), crafted at the tier 4 workbench despite being tier 4.5",23.9,1,
4.5,MS-Mobius,erode:ats15mod_isaac,rifle,sfms:300ms,"ATS-15(Mod.II) ""Omni Raider"" - MS-Mobius reskin/variant, original near-future weapon design (fictional, no real-world basis), crafted at the tier 4 workbench despite being tier 4.5",24.6,1,
4.5,MS-Mobius,erode:sbr15_isaac,rifle,sfms:300ms,"SPR-15 ""Badger Hunter"" - MS-Mobius reskin/variant, original near-future weapon design (fictional, no real-world basis), crafted at the tier 4 workbench despite being tier 4.5",21.6,1,
